TokenPattern	PatternLength
function-block-block_content-constructor-block-block_content-expr_stmt-expr-block-expr-block-comment	100
synchronized-block-block_content-for-block-block_content-decl_stmt-decl-init-expr-call-argument_list	100
expr_stmt-expr-block-expr-block-catch-block-block_content-try-block-block_content-expr_stmt-operator	100
class-block-class-block-class-block-class-block-function-block-block_content-expr_stmt-expr-operator	100
decl_stmt-decl-block-block_content-expr_stmt-expr-throws-argument-expr-block-expr-call-name-operator	100
class-block-class-block-function-block-block_content-do-block-block_content-function-annotation-name	100
class-block-constructor-block-block_content-constructor-parameter_list-parameter-decl-type-name-name	100
class-block-function-block-block_content-try-block-block_content-for-control-condition-expr-operator	100
class-block-function-block-block_content-try-block-block_content-if_stmt-if-condition-expr-name-name	100
expr_stmt-expr-block-for-block-block_content-for-block-block_content-try-block-block_content-comment	100
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-throws-argument-expr-block-expr-operator	100
while-block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-call-argument_list	100
for-block-block_content-decl_stmt-decl-init-expr-call-argument_list-argument-expr-call-argument_list	100
function-block-block_content-expr_stmt-expr-block-expr-block-expr-block-expr-call-name-argument_list	100
function-block-block_content-if_stmt-if-block-block_content-try-block-block_content-return-expr-name	100
class-block-function-block-block_content-function-block-block_content-decl_stmt-decl-type-name-index	100
class-block-function-block-block_content-try-block-block_content-decl_stmt-decl-init-expr-name-index	100
class-block-expr_stmt-expr-block-expr-block-expr-call-argument_list-argument-expr-call-name-operator	100
class-block-class-block-for-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-name	100
expr_stmt-expr-block-try-block-block_content-catch-block-block_content-expr_stmt-expr-call-name-name	100
function-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-call-name-name-operator	100
class-block-class-block-decl_stmt-decl-init-expr-call-argument_list-argument-expr-call-name-operator	100
decl_stmt-decl-argument_list-for-decl_stmt-decl-range-expr-name-name-argument_list-argument-operator	100
finally-block-block_content-expr_stmt-expr-block-expr-call-argument_list-argument-expr-name-operator	100
function-block-block_content-function-block-block_content-class-block-decl_stmt-decl-annotation-name	100
catch-block-block_content-class-block-if_stmt-else-block-block_content-expr_stmt-expr-call-name-name	100
expr_stmt-expr-block-if_stmt-if-block-block-block_content-try-block-block_content-expr_stmt-operator	100
expr_stmt-expr-block-block-if_stmt-else-block-block_content-if_stmt-if-condition-expr-call-name-name	100
class-block-constructor-block-block_content-expr_stmt-expr-ternary-condition-expr-call-name-operator	100
class-block-constructor-block-block_content-expr_stmt-expr-ternary-condition-expr-call-argument_list	100
class-block-try-catch-block-block_content-expr_stmt-expr-block-block-for-control-condition-expr-name	100
class-block-expr_stmt-expr-block-expr-block-expr-block-expr-lambda-block-block_content-expr-operator	100
class-block-expr_stmt-expr-block-expr-block-if_stmt-else-block-block_content-expr_stmt-expr-operator	100
expr_stmt-expr-block-expr-block-for-control-condition-expr-lambda-parameter_list-parameter-decl-name	100
function-block-block_content-constructor-block-block_content-function-block-block_content-annotation	100
expr_stmt-expr-call-argument_list-argument-expr-class-argument_list-argument-expr-call-name-operator	100
expr_stmt-expr-block-expr-block-expr-block-expr-call-argument_list-argument-expr-class-argument_list	100
expr_stmt-expr-block-expr-block-expr-block-expr-call-argument_list-argument-expr-class-function-name	100
decl_stmt-decl-init-expr-class-block-function-block-block_content-for-control-condition-expr-literal	100
decl_stmt-decl-init-expr-class-block-function-block-block_content-if_stmt-if-condition-expr-operator	100
class-block-for-block-block_content-if_stmt-if-block-block_content-if_stmt-if-condition-expr-literal	100
function-block-block_content-function-block-block_content-for-control-init-decl-range-expr-call-name	100
function-block-block_content-constructor-block-block_content-for-control-init-decl-init-expr-literal	100
if_stmt-else-block-block_content-decl_stmt-decl-init-expr-call-name-argument_list-argument-name-name	100
if_stmt-if-block-block_content-expr_stmt-expr-block-block-expr-block-expr-block-expr-block-expr-name	100
expr_stmt-expr-ternary-then-expr-ternary-then-expr-block-expr-block-expr-ternary-condition-expr-name	100
expr_stmt-expr-ternary-then-expr-block-expr-ternary-then-expr-block-block-call-argument_list-comment	100
expr_stmt-expr-block-for-control-init-decl-range-expr-call-argument_list-argument-expr-name-operator	100
catch-block-block_content-if_stmt-if-block-block_content-for-block-block_content-decl_stmt-decl-name	100
for-expr_stmt-expr-block-expr-block-if_stmt-if-block-block_content-expr_stmt-expr-call-name-operator	100
for-expr_stmt-expr-block-expr-block-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-operator	100
for-expr_stmt-expr-block-expr-block-if_stmt-if-block-block_content-try-block-block_content-expr_stmt	100
if_stmt-if-block-block_content-expr_stmt-expr-block-expr-block-call-argument_list-argument-expr-name	100
if_stmt-if-block-block_content-function-block-block_content-try-block-block_content-return-expr-name	100
expr_stmt-expr-block-try-block-block_content-expr_stmt-expr-block-try-block-block_content-annotation	100
try-catch-block-block_content-catch-block-block_content-expr_stmt-expr-block-expr-call-name-operator	100
if_stmt-else-block-block_content-class-block-try-block-block_content-for-control-init-decl-type-name	100
catch-block-block_content-class-block-function-block-block_content-expr_stmt-expr-call-name-operator	100
catch-block-block_content-class-block-function-block-block_content-expr_stmt-expr-call-argument_list	100
expr_stmt-expr-call-argument_list-argument-expr-call-argument_list-argument-expr-class-argument_list	100
class-block-finally-block-block_content-class-block-function-block-block_content-decl_stmt-decl-name	100
expr_stmt-expr-block-expr-block-for-block-block_content-expr_stmt-expr-block-expr-call-argument_list	100
expr_stmt-expr-block-expr-block-expr-block-for-block-block_content-expr_stmt-expr-call-name-operator	100
expr_stmt-expr-call-argument_list-argument-expr-class-block-expr_stmt-expr-throws-argument-expr-name	100
expr_stmt-expr-block-expr-block-expr-throws-argument-expr-block-expr-block-expr-block-expr-call-name	100
for-block-block_content-class-block-class-block-if_stmt-else-block-block_content-return-expr-literal	100
for-block-block_content-class-block-class-block-expr_stmt-expr-block-for-control-init-decl-type-name	100
expr_stmt-expr-block-expr-block-expr-call-argument_list-argument-expr-class-block-function-type-name	100
if_stmt-if-expr_stmt-expr-throw-argument_list-argument-expr-call-argument_list-argument-expr-literal	100
class-block-for-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-call-argument_list	100
block-block_content-expr_stmt-expr-block-expr-block-expr-block-expr-block-for-control-init-decl-name	100
function-block-block_content-expr_stmt-expr-block-try-block-block_content-class-block-enum-specifier	100
class-block-class-block-try-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-name	100
for-block-block_content-for-block-block_content-function-block-block_content-function-type-name-name	100
for-block-block_content-for-block-block_content-function-block-block_content-function-parameter_list	100
interface-block-class-block-try-block-block_content-function-parameter_list-parameter-decl-type-name	100
class-block-class-block-function-block-block_content-expr_stmt-expr-name-argument_list-argument-name	100
class-block-class-block-function-block-block_content-class-block-class-block-function-type-specifier	100
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-block-if_stmt-if-condition-expr-operator	100
class-block-function-block-block_content-try-block-block_content-expr_stmt-expr-block-expr-name-name	100
expr_stmt-expr-block-for-block-block_content-for-control-for-if_stmt-if-expr_stmt-expr-name-operator	100
expr_stmt-expr-block-for-block-block_content-for-control-if_stmt-if-decl_stmt-decl-init-expr-literal	100
class-block-function-block-block_content-function-block-block_content-expr_stmt-expr-block-specifier	100
expr_stmt-expr-block-expr-index-expr-block-expr-index-expr-block-expr-index-expr-block-expr-operator	100
block-block_content-for-block-block_content-if_stmt-else-block-block_content-expr_stmt-expr-operator	100
if_stmt-if-block-block_content-for-control-init-decl-type-name-name-argument_list-argument-name-name	100
if_stmt-if-block-block_content-for-block-block_content-function-block-block_content-return-expr-name	100
expr_stmt-expr-block-expr-block-for-block-block_content-for-block-block_content-expr_stmt-expr-block	100
catch-block-block_content-if_stmt-else-block-block_content-for-control-init-decl-range-expr-operator	100
catch-block-block_content-if_stmt-else-block-block_content-if_stmt-if-block-block_content-annotation	100
if_stmt-if-expr_stmt-expr-throws-argument-expr-block-expr-call-argument_list-argument-expr-name-name	100
if_stmt-if-block-block_content-try-block-block_content-decl_stmt-decl-init-expr-name-index-expr-name	100
constructor-block-block-block_content-function-block-block_content-expr_stmt-expr-call-name-operator	100
try-block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-name-index-expr-name	100
class-block-expr_stmt-expr-call-argument_list-argument-expr-block-if_stmt-if-condition-expr-operator	100
class-block-function-block-block_content-for-control-init-expr-call-argument_list-argument-expr-name	100
class-block-function-block-block_content-for-control-incr-expr-call-argument_list-argument-expr-name	100
function-block-block_content-switch-block-block_content-try-catch-parameter_list-parameter-decl-name	100
expr_stmt-expr-block-block_content-if_stmt-if-block-block_content-if_stmt-if-condition-expr-operator	100
decl_stmt-decl-argument_list-argument-expr-call-argument_list-argument-expr-annotation-name-operator	100
for-control-init-decl-block-block_content-function-block-block_content-for-throws-argument-expr-name	100
function-block-block_content-return-expr-block-return-expr-throws-argument-expr-block-expr-call-name	100
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-block-for-throws-argument-expr-specifier	100
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-block-for-throws-argument-expr-call-name	100
expr_stmt-expr-call-argument_list-argument-expr-block-expr-block-if_stmt-if-decl_stmt-decl-type-name	100
while-block-block_content-try-block-block_content-while-block-block_content-decl_stmt-decl-type-name	100
